listing_id,mean,var,count
2318,0.9227208333333333,0.013016535634057982,24
4291,0.7290476190476192,0.18988126059907837,63
5682,0.8596854978354979,0.04288806163304881,462
6606,0.8509352941176469,0.05139205978213509,136
9419,0.9010719696969702,0.023473102643418935,132
9460,0.8879088729016786,0.05352749153165927,417
9531,0.9436166666666668,0.027072005999999996,36
9534,0.9592578947368421,0.003225545746799429,38
9596,0.8164558441558442,0.1266495382877649,77
9909,0.875834426229508,0.030269899628415302,61
10209,0.8146243243243243,0.05507903411411413,37
10385,0.8762458333333335,0.030033411561403506,96
10695,0.7893299999999999,0.09005062747368421,20
11012,0.9095320987654321,0.020384664956790133,81
11411,0.8720273972602739,0.02431222007229831,73
14386,0.8824643410852712,0.027818895906007748,129
15108,0.8172323943661969,0.0991775207927565,71
15749,0.9495444444444446,0.004239672026143791,18
17951,0.8367726315789474,0.0566200294557671,95
19619,0.8881584269662922,0.016385746092952003,89
20868,0.7949515873015872,0.10135041963746037,126
20927,0.897607514450867,0.029432834094003157,519
20928,0.8490255172413793,0.05379957733969692,290
23192,0.8024085714285707,0.08257482656043959,105
23356,0.3898849999999999,0.3476536244999999,20
24212,0.8002443037974684,0.1234801453197014,79
25002,0.9071046478873241,0.025529779710383612,710
26116,0.8631664335664335,0.09225910224564167,143
26795,0.9000186440677964,0.06500340050847457,59
30712,0.8786295454545456,0.04062109245036572,88
37234,0.855,0.001692040000000004,3
38545,0.8515978723404249,0.060104834404026544,94
41401,0.8648500000000002,0.06193933444444443,28
43373,0.8754933609958507,0.05772034645573997,241
47491,0.8624933333333331,0.031179487000000002,45
48848,0.9493076923076922,0.0085003975708502,39
50233,0.8384275862068963,0.16585510135467982,29
58503,0.8362778761061948,0.05679510537502457,226
63733,0.8483449999999998,0.07804840549999997,220
66540,0.860372,0.048182193766666666,25
66611,0.8060384615384617,0.10603855686153846,26
67270,0.89731404494382,0.03620836855868724,178
77149,0.8970666666666667,0.027983092380952368,15
86185,0.849784126984127,0.0935522203891449,63
103920,0.6301105263157893,0.1852657943274854,19
107884,0.8855162601626019,0.05884033514327602,123
107962,0.8966381165919284,0.02023282173877915,223
108765,0.8725810344827587,0.09869387524803389,58
116221,0.9072774999999998,0.0162884520448718,40
117165,0.9025930232558135,0.042819861435319774,129
119103,0.917903921568627,0.031513457681207294,357
132120,0.7681164948453608,0.08948571555841921,97
132160,0.8727730468750001,0.05158806181969974,256
134091,0.8281291139240501,0.06350314526163021,158
136480,0.8839446428571426,0.05165369269805195,56
140331,0.9142439716312056,0.01991166419554204,141
143580,0.8277889830508475,0.06850743135137084,354
143704,0.863462857142857,0.053576081195251764,350
151545,0.915525,0.008020439333333334,16
158345,0.9114508393285374,0.02568462519761113,417
162563,0.8303777777777778,0.04749637194444445,9
170273,0.9174064220183491,0.019948590373314166,218
175576,0.8732014336917564,0.08626185568139039,279
186328,0.0,,1
189156,0.8692879120879121,0.045438283198933435,273
190984,0.7877999999999995,0.09897698091503267,154
192666,0.8573219512195122,0.04890373185787413,82
193836,0.8694478787878793,0.047561129461936434,165
202174,0.9121049999999998,0.030632886815789486,20
202251,0.8709500000000001,0.04336248261904762,22
202260,0.9311832167832168,0.008711556336058308,143
208670,0.8356442748091599,0.07423581802466238,131
210316,0.8831117647058824,0.038558166128182615,68
215882,0.9100739884393061,0.020446959321437544,346
218741,0.9132656488549619,0.016635880118614214,131
219532,0.9002671052631579,0.03988736117017545,76
222885,0.8975299999999998,0.04302402148275862,30
225820,0.8268108433734935,0.12088604878342636,83
226495,0.8066753086419753,0.109219663632716,81
226536,0.8822479041916164,0.030942943474496776,167
226677,0.8882014705882351,0.064423634664488,136
227636,0.905909259259259,0.03462306847200688,216
229990,0.91145,0.004851125000000003,2
231097,0.9051314685314684,0.02838277569289865,143
233502,0.5106,,1
241016,0.8460011111111112,0.08151148168414482,90
241032,0.8587273684210525,0.06881109671312084,285
243885,0.8834,0.003470126666666668,4
251922,0.8355744186046513,0.06654950565094549,215
254340,0.8886659999999998,0.03838004668859061,150
260613,0.9203711111111114,0.010127968464646463,45
261912,0.9140290322580645,0.009759442129032257,31
271509,0.8119652173913045,0.061552581713554974,69
278830,0.7926117647058823,0.09986754075504825,68
279209,0.0,0.0,2
281208,0.8529225806451615,0.0485881743569334,155
281789,0.9301320754716981,0.008607629143686499,53
284087,0.862260843373494,0.03242311730595107,166
286080,0.7719494117647062,0.13725180086274513,85
299817,0.5223222222222224,0.24692213944444444,9
301059,0.9080137254901959,0.009004282007843131,51
303277,0.9335333333333333,0.0037854449999999945,9
311790,0.943325,0.0048755625,4
317248,0.8330677018633542,0.06529392970031056,161
318475,0.8567291338582677,0.05832240366829144,127
319768,0.9718399999999999,0.0008411329999999998,5
338091,0.7836358974358975,0.1207304935278515,117
340706,0.8780814207650274,0.05233867393862962,183
341454,0.7924076923076921,0.07987525013574659,52
353039,0.8782937499999997,0.0364343593218085,48
353110,0.8006571428571427,0.07138592625258802,70
353347,0.9245655172413794,0.03279038162561576,29
356248,0.865604347826087,0.04175965861660078,23
356608,0.8760452830188679,0.057089424977538175,106
368403,0.9037724137931034,0.00897792278325123,29
370361,0.909344221105527,0.035845929145728636,199
380950,0.6736,0.35733704166666663,25
384797,0.8733510638297872,0.022488469944495836,47
385438,0.73405,0.23962880333333333,4
387078,0.8427908450704225,0.056019776724103486,142
387464,0.8805079812206569,0.03971551498316945,213
392140,0.9073029411764705,0.030060943830975417,238
392779,0.8239643410852712,0.07749074762475774,129
394408,0.9308812500000001,0.008783864960106386,48
413733,0.9007350993377486,0.013587794426490066,151
421168,0.879251807228916,0.04204857809340079,332
430609,0.8980326086956524,0.014932288024154588,46
430610,0.901073684210526,0.024238195789473678,95
433842,0.8082631578947368,0.05626268245614036,19
443942,0.9110030303030301,0.003427177803030305,33
445199,0.8725666666666666,0.07827570919298242,96
447523,0.8513209944751379,0.04299869633456109,181
447566,0.8300907894736842,0.10752587738070178,76
451012,0.95015,0.0005281250000000045,2
461234,0.9074016129032256,0.04046625748726658,248
461567,0.8310520754716986,0.11776359152029735,265
463768,0.7941875000000002,0.18332008983695652,24
475361,0.9207721739130436,0.015672743254004577,115
475496,0.9528,,1
490076,0.8717044067796612,0.04422093464037818,295
490110,0.8881590909090907,0.0591599145665962,44
491958,0.8513686900958461,0.06667364574731706,313
493591,0.8122810126582282,0.12260338511489159,158
496074,0.8870397163120569,0.024776523697061792,141
506542,0.8468005847953219,0.056420457940832495,171
513344,0.90038,0.003693966999999997,5
522270,0.7917055555555556,0.24618655114379084,18
533443,0.9111776595744676,0.02984971967706519,282
544433,0.8791012254901963,0.042054713536578,408
552325,0.8785444444444445,0.02383182277777778,9
555182,0.8645111111111112,0.0343429339869281,18
557126,0.8839504373177839,0.046821142741036235,343
564220,0.8332440944881888,0.05930055692913388,127
564428,0.8871017391304346,0.05022732418910197,230
565703,0.8213908196721313,0.08084146083649703,305
566435,0.8474460674157304,0.10686127660367721,89
573942,0.8614151724137933,0.08090659824042146,145
580815,0.7465469387755103,0.17449085629251704,49
587584,0.8539825396825396,0.05102404630312339,63
598023,0.9086,0.011870394999999997,13
604600,0.9554,,1
609252,0.7497,0.06393888000000003,2
609421,0.8931692307692308,0.016690255641025647,13
609701,0.9038311546840961,0.02504347424560701,459
611509,0.8739853333333334,0.0786960499171171,75
613020,0.9065537931034479,0.033174180836206886,145
631445,0.8914820987654322,0.03470906359059888,162
635878,0.7014500000000001,0.07513745444444446,28
637710,0.8485142857142853,0.08888324680412373,98
639130,0.8477000000000001,0.06879471999999999,13
649243,0.8798669527897004,0.038260676877312425,233
654734,0.7797467532467531,0.12985162725905672,77
655894,0.9693,,1
657257,0.8616,0.012453609999999997,3
658540,0.8154868852459016,0.04911362982513661,61
661708,0.7813285714285714,0.12406778238095235,7
670021,0.6209481481481481,0.2207426741310541,27
670056,0.7193676470588235,0.1469990258912656,34
671828,0.9709,,1
674113,0.8557364806866951,0.06001356534445762,233
677266,0.9274666666666666,0.012448256706827306,84
677365,0.8040953125,0.054691883945932544,64
681866,0.9046999999999998,0.037558745000000004,29
689309,0.9064800000000002,0.011424139555555558,10
693956,0.9161,,1
699460,0.911563228699551,0.031438057200339355,223
703058,0.9232020979020981,0.017486659080074858,143
704764,0.9333242424242422,0.027706680279314895,231
706385,0.9113874407582938,0.019149930982033273,422
707599,0.8939985507246373,0.04071738690963341,69
708774,0.8520663999999999,0.047728329668387116,125
710370,0.7913631578947369,0.13098770801169593,19
722537,0.8318145454545455,0.08734572052525254,55
723723,0.9136720000000002,0.012342018383673475,50
723846,0.8778906542056076,0.030831154062775513,107
