listing_id,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,minimum_nights,maximum_nights,accommodates,bathrooms,bedrooms,beds,amenities_TV,amenities_Heating,amenities_Air conditioning,amenities_Breakfast,amenities_Laptop friendly workspace,amenities_Indoor fireplace,amenities_Iron,amenities_Hair dryer,amenities_Private entrance,amenities_Smoke detector,amenities_Carbon monoxide detector,amenities_First aid kit,amenities_Fire extinguisher,amenities_Lock on bedroom door,amenities_Pool,amenities_Kitchen,amenities_Washer,amenities_Dryer,amenities_Free parking on premises,amenities_Elevator,amenities_Hot tub,amenities_Gym,amenities_Pets allowed,amenities_Smoking allowed,amenities_Suitable for events,amenities_Pets live on this property,price,predicted_price
6315435,Belltown,Downtown,47.61498,-122.34887,Condominium,Entire home/apt,1,365,6,2.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,185.0,175.2386016845703
6315614,East Queen Anne,Queen Anne,47.62939,-122.34592,Apartment,Entire home/apt,1,1125,4,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,109.0,152.694580078125
6327662,Bitter Lake,Other neighborhoods,47.70565,-122.35218,House,Entire home/apt,3,1125,2,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,91.47267150878906
6328073,Columbia City,Rainier Valley,47.56237,-122.28487,House,Entire home/apt,2,1125,6,1.5,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,168.53396606445312
6328923,Broadway,Capitol Hill,47.62203,-122.31635,Guest suite,Private room,1,1125,2,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,78.49273681640625
6358529,Portage Bay,Capitol Hill,47.64632,-122.31631000000002,House,Entire home/apt,3,90,3,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,177.0974884033203
6360895,Mid-Beacon Hill,Beacon Hill,47.55402,-122.31755,Guest suite,Entire home/apt,2,1125,6,1.0,3.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,144.65359497070312
6361863,West Queen Anne,Queen Anne,47.63752,-122.36081,Apartment,Entire home/apt,2,1125,2,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,109.73748016357422
6362362,West Queen Anne,Queen Anne,47.63852,-122.36958,House,Entire home/apt,5,1125,5,2.5,3.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,219.61488342285156
6362918,Belltown,Downtown,47.61228,-122.34378,Apartment,Entire home/apt,1,90,2,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,182.9532470703125
6363779,Eastlake,Cascade,47.63754,-122.32739,Apartment,Private room,2,1125,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,195.0,130.5582733154297
6364753,Greenwood,Other neighborhoods,47.69125,-122.36118,House,Entire home/apt,4,1125,4,1.5,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,106.89654541015625
6365330,Wallingford,Other neighborhoods,47.6534,-122.32953,House,Entire home/apt,3,60,4,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,173.10946655273438
6373374,East Queen Anne,Queen Anne,47.6404,-122.34461,Apartment,Entire home/apt,1,1125,3,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,109.8386459350586
6376139,Harrison/Denny-Blaine,Central Area,47.62004,-122.29365,Guest suite,Entire home/apt,2,30,4,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,109.75296020507812
6386210,Montlake,Capitol Hill,47.64003,-122.2985,House,Entire home/apt,2,1125,9,3.5,4.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,400.0,576.1173095703125
6387576,Broadway,Capitol Hill,47.62205,-122.3156,Guest suite,Private room,1,30,2,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,81.57891845703125
6387839,University District,University District,47.65747,-122.32165,House,Private room,1,1125,2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,40.0,54.44974899291992
6389657,West Queen Anne,Queen Anne,47.63462,-122.35802,Apartment,Entire home/apt,3,1125,2,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,107.31697845458984
6389721,Greenwood,Other neighborhoods,47.68988,-122.35586,Apartment,Entire home/apt,1,1125,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,94.71345520019531
6391711,Lower Queen Anne,Queen Anne,47.62738,-122.34754,Apartment,Shared room,2,5,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,98.0,71.75782775878906
6392029,Fremont,Other neighborhoods,47.65372,-122.34742,Apartment,Entire home/apt,1,1125,4,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,136.0,151.5415802001953
6400000,East Queen Anne,Queen Anne,47.63893,-122.35629,Apartment,Entire home/apt,1,180,3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,128.50592041015625
6401209,Adams,Ballard,47.67397,-122.38938,House,Entire home/apt,2,29,8,2.5,4.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,300.0,312.49896240234375
6403104,Crown Hill,Other neighborhoods,47.69179000000001,-122.36896000000002,House,Private room,11,365,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,40.50536346435547
6411259,Greenwood,Other neighborhoods,47.68555,-122.35142,House,Private room,2,1125,2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,63.0,62.67356491088867
6411986,Atlantic,Central Area,47.59197,-122.30839,Apartment,Private room,2,6,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,120.0,114.12240600585938
6422876,University District,University District,47.67046,-122.31923,House,Entire home/apt,3,30,6,2.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,136.78939819335938
6423204,Adams,Ballard,47.67156,-122.3827,Cottage,Entire home/apt,3,30,4,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,159.61038208007812
6424859,Broadway,Capitol Hill,47.62297,-122.31891,House,Private room,3,30,2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,114.0867919921875
6424982,West Queen Anne,Queen Anne,47.6314,-122.36769,House,Private room,2,6,2,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,80.0,88.09414672851562
6436727,First Hill,Downtown,47.611,-122.32859,Apartment,Entire home/apt,2,10,2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,152.73284912109375
6436772,North Admiral,West Seattle,47.57121,-122.39205,House,Entire home/apt,2,15,6,2.5,4.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,376.0,355.52838134765625
6438099,Haller Lake,Northgate,47.71542,-122.33078,Guest suite,Private room,5,1125,2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,52.27214431762695
6438518,Fremont,Other neighborhoods,47.66409,-122.34835,Guest suite,Entire home/apt,1,31,4,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,134.49755859375
6445769,Greenwood,Other neighborhoods,47.684,-122.36359,House,Entire home/apt,2,28,6,1.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,129.48556518554688
6451305,Minor,Central Area,47.6096,-122.31644,Townhouse,Entire home/apt,2,1124,7,2.5,3.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,195.323486328125
6452801,Broadway,Capitol Hill,47.61994,-122.31834,Guest suite,Entire home/apt,1,1125,4,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,179.0,164.06581115722656
6462182,Belltown,Downtown,47.61416,-122.34826,Apartment,Private room,1,14,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,125.0,108.09164428710938
6468052,Stevens,Capitol Hill,47.63346,-122.30133,House,Entire home/apt,27,60,4,2.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,203.96226501464844
6475289,Leschi,Central Area,47.59794,-122.29293,Apartment,Entire home/apt,3,90,4,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,145.26698303222656
6479027,Highland Park,Delridge,47.52945,-122.34698,Townhouse,Private room,1,1125,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,53.16436767578125
6481695,Broadway,Capitol Hill,47.62035,-122.31703,Guest suite,Entire home/apt,1,1125,2,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,118.11051177978516
6481764,Loyal Heights,Ballard,47.68669000000001,-122.3914,House,Entire home/apt,5,1125,5,1.0,3.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,220.0,192.899169921875
6490453,Green Lake,Other neighborhoods,47.67634,-122.32959,House,Entire home/apt,3,1125,2,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,120.0,122.56098175048828
6491904,Belltown,Downtown,47.61243,-122.34859,Apartment,Entire home/apt,2,9,6,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,480.0,228.60366821289062
6492880,Wallingford,Other neighborhoods,47.67164,-122.32528,Guest suite,Entire home/apt,1,15,3,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,83.48693084716797
6494181,First Hill,Downtown,47.61247,-122.33005,Apartment,Entire home/apt,3,1125,6,1.5,2.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,205.9498748779297
6495424,North Beach/Blue Ridge,Other neighborhoods,47.69834,-122.38672,House,Private room,1,3,2,1.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,115.0,127.09757232666016
6528342,View Ridge,Other neighborhoods,47.67787,-122.27183,House,Entire home/apt,3,4,6,2.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,244.0,243.1349639892578
6537432,Montlake,Capitol Hill,47.63767,-122.3153,House,Entire home/apt,3,21,8,3.5,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,515.0,479.2424621582031
6539451,Columbia City,Rainier Valley,47.56773,-122.29307,House,Entire home/apt,3,1125,12,3.0,5.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,360.8421936035156
6543683,Portage Bay,Capitol Hill,47.64582,-122.3214,House,Private room,3,120,2,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,129.5640411376953
6545517,Seward Park,Seward Park,47.55736,-122.27296,House,Entire home/apt,5,1125,8,3.5,5.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,340.0,374.20538330078125
6546748,Dunlap,Rainier Valley,47.52457,-122.26092,House,Entire home/apt,3,365,6,3.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,225.0,204.88125610351562
6554352,Gatewood,West Seattle,47.54058,-122.38654,House,Private room,1,35,4,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99.0,93.46578979492188
6555393,Seward Park,Seward Park,47.56277,-122.27285,Apartment,Entire home/apt,3,1125,4,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,99.0,109.18343353271484
6558980,Minor,Central Area,47.61109,-122.31582,Guest suite,Entire home/apt,1,365,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,131.90252685546875
6561379,North Beacon Hill,Beacon Hill,47.57177,-122.30832,House,Entire home/apt,2,1125,5,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,144.0,142.84703063964844
6562393,North Queen Anne,Queen Anne,47.64362,-122.36742,House,Entire home/apt,1,40,8,2.5,3.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,300.0,322.90423583984375
6569950,Lower Queen Anne,Queen Anne,47.63165,-122.35784,Apartment,Entire home/apt,2,14,2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,140.0,177.504150390625
6575380,West Queen Anne,Queen Anne,47.6343,-122.35706,House,Entire home/apt,2,1125,3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,125.0,124.16474914550781
6576228,North Queen Anne,Queen Anne,47.65276,-122.36878,Condominium,Entire home/apt,2,1125,5,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,179.0,169.85818481445312
6577729,Phinney Ridge,Other neighborhoods,47.68255,-122.35107,Apartment,Entire home/apt,2,1125,7,1.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,131.30841064453125
6586480,Gatewood,West Seattle,47.53803,-122.3956,House,Entire home/apt,2,1125,6,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,180.2659912109375
6592421,Fremont,Other neighborhoods,47.65491,-122.34545,Apartment,Entire home/apt,2,1125,6,1.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,139.35450744628906
6603376,Matthews Beach,Lake City,47.70109,-122.27531,House,Entire home/apt,1,100,8,2.5,4.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,252.3284912109375
6603410,Lower Queen Anne,Queen Anne,47.62527,-122.3665,Condominium,Entire home/apt,89,1125,2,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,99.0,145.75222778320312
6610942,North Beacon Hill,Beacon Hill,47.5762,-122.30673,House,Private room,5,1125,2,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,100.0,72.36170196533203
6612940,Ravenna,Other neighborhoods,47.674,-122.29358,Apartment,Entire home/apt,3,365,2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,93.218505859375
6621924,Fremont,Other neighborhoods,47.6542,-122.35999,Apartment,Entire home/apt,3,40,2,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,152.9532928466797
6623075,Mann,Central Area,47.61872,-122.30168,Townhouse,Private room,5,1125,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,84.95436096191406
6626493,Mid-Beacon Hill,Beacon Hill,47.54712,-122.30138999999998,Guest suite,Entire home/apt,3,1125,2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,109.0,87.77516174316406
6627129,Ravenna,Other neighborhoods,47.66429,-122.30083,Apartment,Entire home/apt,8,1125,3,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,80.0,72.92023468017578
6629657,Bitter Lake,Other neighborhoods,47.71058,-122.35507,House,Private room,1,1125,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,75.0,56.628875732421875
6637899,Stevens,Capitol Hill,47.62128,-122.30183,House,Private room,1,365,2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,104.57342529296875
6644760,Madison Park,Capitol Hill,47.63800000000001,-122.27779,Apartment,Entire home/apt,30,365,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,116.76707458496094
6646985,Mid-Beacon Hill,Beacon Hill,47.56082,-122.29564,House,Private room,1,1125,1,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.365394592285156
